subject actdesc features avg_measurement
1 WALKING fBodyGyro.mean...X -0.339032197115789
1 WALKING fBodyGyro.mean...Y -0.103059416434737
1 WALKING fBodyGyro.mean...Z -0.255940940315789
1 WALKING fBodyAccMag.mean.. -0.128623450629474
1 WALKING fBodyBodyAccJerkMag.mean.. -0.0571194000343158
1 WALKING fBodyBodyGyroMag.mean.. -0.199252568986316
1 WALKING fBodyBodyGyroJerkMag.mean.. -0.319308593778947
1 WALKING angle.tBodyAccMean.gravity. 0.0604537474147368
1 WALKING angle.tBodyAccJerkMean..gravityMean. -0.00793037848421052
1 WALKING angle.tBodyGyroMean.gravityMean. 0.0130594907157895
1 WALKING angle.tBodyGyroJerkMean.gravityMean. -0.0187431910452632
1 WALKING angle.X.gravityMean. -0.729247201052632
1 WALKING angle.Y.gravityMean. 0.276953023473684
1 WALKING angle.Z.gravityMean. 0.0688589119894737
1 WALKING tBodyAcc.std...X -0.283740258842105
1 WALKING tBodyAcc.std...Y 0.114461336747368
1 WALKING tBodyAcc.std...Z -0.260027902210526
1 WALKING tGravityAcc.std...X -0.976609642526316
1 WALKING tGravityAcc.std...Y -0.971305961473684
1 WALKING tGravityAcc.std...Z -0.947717226105263
1 WALKING tBodyAccJerk.std...X -0.113615602435789
1 WALKING tBodyAccJerk.std...Y 0.0670025007684211
1 WALKING tBodyAccJerk.std...Z -0.502699788526316
1 WALKING tBodyGyro.std...X -0.473535485894737
1 WALKING tBodyGyro.std...Y -0.0546077686594737
1 WALKING tBodyGyro.std...Z -0.344266629473684
1 WALKING tBodyGyroJerk.std...X -0.207421854757895
1 WALKING tBodyGyroJerk.std...Y -0.304468510631579
1 WALKING tBodyGyroJerk.std...Z -0.404255452631579
1 WALKING tBodyAccMag.std.. -0.219688645631579
1 WALKING tGravityAccMag.std.. -0.219688645631579
1 WALKING tBodyAccJerkMag.std.. -0.0744717500625263
1 WALKING tBodyGyroMag.std.. -0.186978364526316
1 WALKING tBodyGyroJerkMag.std.. -0.325324878894737
1 WALKING fBodyAcc.std...X -0.319134719578947
1 WALKING fBodyAcc.std...Y 0.056040006846
1 WALKING fBodyAcc.std...Z -0.279686751494737
1 WALKING fBodyAccJerk.std...X -0.133586606326316
1 WALKING fBodyAccJerk.std...Y 0.106739857136
1 WALKING fBodyAccJerk.std...Z -0.534713440421053
1 WALKING fBodyGyro.std...X -0.516691938736842
1 WALKING fBodyGyro.std...Y -0.0335081597884211
1 WALKING fBodyGyro.std...Z -0.436562227473684
1 WALKING fBodyAccMag.std.. -0.398032586842105
1 WALKING fBodyBodyAccJerkMag.std.. -0.103492403002105
1 WALKING fBodyBodyGyroMag.std.. -0.321017953894737
1 WALKING fBodyBodyGyroJerkMag.std.. -0.381601911789474
1 WALKING_DOWNSTAIRS tBodyAcc.mean...X 0.289188320408163
1 WALKING_DOWNSTAIRS tBodyAcc.mean...Y -0.00991850461020408
1 WALKING_DOWNSTAIRS tBodyAcc.mean...Z -0.107566190908163
1 WALKING_DOWNSTAIRS tGravityAcc.mean...X 0.931874418979592
1 WALKING_DOWNSTAIRS tGravityAcc.mean...Y -0.266610338979592
1 WALKING_DOWNSTAIRS tGravityAcc.mean...Z -0.0621199585938775
1 WALKING_DOWNSTAIRS tBodyAccJerk.mean...X 0.0541553164897959
1 WALKING_DOWNSTAIRS tBodyAccJerk.mean...Y 0.0296504490408163
1 WALKING_DOWNSTAIRS tBodyAccJerk.mean...Z -0.0109719730183673
1 WALKING_DOWNSTAIRS tBodyGyro.mean...X -0.0350781902989796
1 WALKING_DOWNSTAIRS tBodyGyro.mean...Y -0.0909371290204082
1 WALKING_DOWNSTAIRS tBodyGyro.mean...Z 0.0900850142030612
1 WALKING_DOWNSTAIRS tBodyGyroJerk.mean...X -0.0739592036271429
1 WALKING_DOWNSTAIRS tBodyGyroJerk.mean...Y -0.0439902783367347
1 WALKING_DOWNSTAIRS tBodyGyroJerk.mean...Z -0.0270461061061224
1 WALKING_DOWNSTAIRS tBodyAccMag.mean.. 0.0271882914106122
1 WALKING_DOWNSTAIRS tGravityAccMag.mean.. 0.0271882914106122
1 WALKING_DOWNSTAIRS tBodyAccJerkMag.mean.. -0.0894474807979592
1 WALKING_DOWNSTAIRS tBodyGyroMag.mean.. -0.0757412543673469
1 WALKING_DOWNSTAIRS tBodyGyroJerkMag.mean.. -0.295463843346939
1 WALKING_DOWNSTAIRS fBodyAcc.mean...X 0.0382291831510204
1 WALKING_DOWNSTAIRS fBodyAcc.mean...Y 0.00154990783591837
1 WALKING_DOWNSTAIRS fBodyAcc.mean...Z -0.225574471693878
1 WALKING_DOWNSTAIRS fBodyAccJerk.mean...X -0.0276638676122449
1 WALKING_DOWNSTAIRS fBodyAccJerk.mean...Y -0.12866715764898
1 WALKING_DOWNSTAIRS fBodyAccJerk.mean...Z -0.288334735714286
1 WALKING_DOWNSTAIRS fBodyGyro.mean...X -0.352449631363265
1 WALKING_DOWNSTAIRS fBodyGyro.mean...Y -0.0557022524693878
1 WALKING_DOWNSTAIRS fBodyGyro.mean...Z -0.0318694271979592
1 WALKING_DOWNSTAIRS fBodyAccMag.mean.. 0.0965845343040816
1 WALKING_DOWNSTAIRS fBodyBodyAccJerkMag.mean.. 0.0262184949326531
1 WALKING_DOWNSTAIRS fBodyBodyGyroMag.mean.. -0.185720285744898
1 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMag.mean.. -0.281963359177551
1 WALKING_DOWNSTAIRS angle.tBodyAccMean.gravity. -0.00269512515918367
1 WALKING_DOWNSTAIRS angle.tBodyAccJerkMean..gravityMean. 0.0899316865510204
1 WALKING_DOWNSTAIRS angle.tBodyGyroMean.gravityMean. 0.0633382849183673
1 WALKING_DOWNSTAIRS angle.tBodyGyroJerkMean.gravityMean. -0.0399768458163265
1 WALKING_DOWNSTAIRS angle.X.gravityMean. -0.744483753469388
1 WALKING_DOWNSTAIRS angle.Y.gravityMean. 0.267245784693878
1 WALKING_DOWNSTAIRS angle.Z.gravityMean. 0.0650047072244898
1 WALKING_DOWNSTAIRS tBodyAcc.std...X 0.0300353383483878
1 WALKING_DOWNSTAIRS tBodyAcc.std...Y -0.0319359434489796
1 WALKING_DOWNSTAIRS tBodyAcc.std...Z -0.230434213204082
1 WALKING_DOWNSTAIRS tGravityAcc.std...X -0.950559811632653
1 WALKING_DOWNSTAIRS tGravityAcc.std...Y -0.937018658979592
1 WALKING_DOWNSTAIRS tGravityAcc.std...Z -0.895939695102041
1 WALKING_DOWNSTAIRS tBodyAccJerk.std...X -0.012283860544898
1 WALKING_DOWNSTAIRS tBodyAccJerk.std...Y -0.101601390640816
1 WALKING_DOWNSTAIRS tBodyAccJerk.std...Z -0.345735032326531
1 WALKING_DOWNSTAIRS tBodyGyro.std...X -0.458030542938775
1 WALKING_DOWNSTAIRS tBodyGyro.std...Y -0.126349194938775
1 WALKING_DOWNSTAIRS tBodyGyro.std...Z -0.124702454242857
1 WALKING_DOWNSTAIRS tBodyGyroJerk.std...X -0.487027342244898
1 WALKING_DOWNSTAIRS tBodyGyroJerk.std...Y -0.238824827530612
1 WALKING_DOWNSTAIRS tBodyGyroJerk.std...Z -0.268761480242857
1 WALKING_DOWNSTAIRS tBodyAccMag.std.. 0.0198843506265306
1 WALKING_DOWNSTAIRS tGravityAccMag.std.. 0.0198843506265306
1 WALKING_DOWNSTAIRS tBodyAccJerkMag.std.. -0.0257877197081633
1 WALKING_DOWNSTAIRS tBodyGyroMag.std.. -0.225724368061224
1 WALKING_DOWNSTAIRS tBodyGyroJerkMag.std.. -0.306510645530612
1 WALKING_DOWNSTAIRS fBodyAcc.std...X 0.0243308391387755
1 WALKING_DOWNSTAIRS fBodyAcc.std...Y -0.112963739953061
1 WALKING_DOWNSTAIRS fBodyAcc.std...Z -0.297927894693878
1 WALKING_DOWNSTAIRS fBodyAccJerk.std...X -0.0863278966402041
1 WALKING_DOWNSTAIRS fBodyAccJerk.std...Y -0.134580008877551
1 WALKING_DOWNSTAIRS fBodyAccJerk.std...Z -0.401721464285714
1 WALKING_DOWNSTAIRS fBodyGyro.std...X -0.495422486102041
1 WALKING_DOWNSTAIRS fBodyGyro.std...Y -0.181414728657143
1 WALKING_DOWNSTAIRS fBodyGyro.std...Z -0.238443565306122
1 WALKING_DOWNSTAIRS fBodyAccMag.std.. -0.186530301073469
1 WALKING_DOWNSTAIRS fBodyBodyAccJerkMag.std.. -0.104052260726531
1 WALKING_DOWNSTAIRS fBodyBodyGyroMag.std.. -0.398350390122449
1 WALKING_DOWNSTAIRS fBodyBodyGyroJerkMag.std.. -0.391919876612245
1 WALKING_UPSTAIRS tBodyAcc.mean...X 0.255461689622641
1 WALKING_UPSTAIRS tBodyAcc.mean...Y -0.0239531492643396
1 WALKING_UPSTAIRS tBodyAcc.mean...Z -0.0973020020943396
1 WALKING_UPSTAIRS tGravityAcc.mean...X 0.89335109754717
1 WALKING_UPSTAIRS tGravityAcc.mean...Y -0.362153364339623
1 WALKING_UPSTAIRS tGravityAcc.mean...Z -0.075402939754717
1 WALKING_UPSTAIRS tBodyAccJerk.mean...X 0.101372729922642
1 WALKING_UPSTAIRS tBodyAccJerk.mean...Y 0.0194863076188679
1 WALKING_UPSTAIRS tBodyAccJerk.mean...Z -0.0455625449113208
1 WALKING_UPSTAIRS tBodyGyro.mean...X 0.050549379754717
1 WALKING_UPSTAIRS tBodyGyro.mean...Y -0.166170015088679
1 WALKING_UPSTAIRS tBodyGyro.mean...Z 0.0583595463981132
1 WALKING_UPSTAIRS tBodyGyroJerk.mean...X -0.122232768011321
1 WALKING_UPSTAIRS tBodyGyroJerk.mean...Y -0.0421485884509434
1 WALKING_UPSTAIRS tBodyGyroJerk.mean...Z -0.0407125527654717
1 WALKING_UPSTAIRS tBodyAccMag.mean.. -0.129927630735849
1 WALKING_UPSTAIRS tGravityAccMag.mean.. -0.129927630735849
1 WALKING_UPSTAIRS tBodyAccJerkMag.mean.. -0.466503446226415
1 WALKING_UPSTAIRS tBodyGyroMag.mean.. -0.126735589969811
1 WALKING_UPSTAIRS tBodyGyroJerkMag.mean.. -0.59488286509434
1 WALKING_UPSTAIRS fBodyAcc.mean...X -0.404321784150943
1 WALKING_UPSTAIRS fBodyAcc.mean...Y -0.190976720811321
1 WALKING_UPSTAIRS fBodyAcc.mean...Z -0.433349702075472
1 WALKING_UPSTAIRS fBodyAccJerk.mean...X -0.479875245660377
1 WALKING_UPSTAIRS fBodyAccJerk.mean...Y -0.41344458754717
1 WALKING_UPSTAIRS fBodyAccJerk.mean...Z -0.685474353962264
1 WALKING_UPSTAIRS fBodyGyro.mean...X -0.492611667924528
1 WALKING_UPSTAIRS fBodyGyro.mean...Y -0.319474609056604
1 WALKING_UPSTAIRS fBodyGyro.mean...Z -0.453597213018868
1 WALKING_UPSTAIRS fBodyAccMag.mean.. -0.352395944716981
1 WALKING_UPSTAIRS fBodyBodyAccJerkMag.mean.. -0.44265216245283
1 WALKING_UPSTAIRS fBodyBodyGyroMag.mean.. -0.325961457396226
1 WALKING_UPSTAIRS fBodyBodyGyroJerkMag.mean.. -0.634665082075472
1 WALKING_UPSTAIRS angle.tBodyAccMean.gravity. 0.0960860761792453
1 WALKING_UPSTAIRS angle.tBodyAccJerkMean..gravityMean. -0.0610838413018868
1 WALKING_UPSTAIRS angle.tBodyGyroMean.gravityMean. -0.194699963113208
1 WALKING_UPSTAIRS angle.tBodyGyroJerkMean.gravityMean. 0.0656835692641509
1 WALKING_UPSTAIRS angle.X.gravityMean. -0.647195664339623
1 WALKING_UPSTAIRS angle.Y.gravityMean. 0.334763277358491
1 WALKING_UPSTAIRS angle.Z.gravityMean. 0.0741663682075472
1 WALKING_UPSTAIRS tBodyAcc.std...X -0.35470802509434
1 WALKING_UPSTAIRS tBodyAcc.std...Y -0.00232026501698113
1 WALKING_UPSTAIRS tBodyAcc.std...Z -0.0194792388471698
1 WALKING_UPSTAIRS tGravityAcc.std...X -0.956367027924528
1 WALKING_UPSTAIRS tGravityAcc.std...Y -0.952849233207547
1 WALKING_UPSTAIRS tGravityAcc.std...Z -0.912379410377358
1 WALKING_UPSTAIRS tBodyAccJerk.std...X -0.446843887735849
1 WALKING_UPSTAIRS tBodyAccJerk.std...Y -0.378274426037736
1 WALKING_UPSTAIRS tBodyAccJerk.std...Z -0.706593530943396
1 WALKING_UPSTAIRS tBodyGyro.std...X -0.544871104528302
1 WALKING_UPSTAIRS tBodyGyro.std...Y 0.00410518379811321
1 WALKING_UPSTAIRS tBodyGyro.std...Z -0.50716867490566
1 WALKING_UPSTAIRS tBodyGyroJerk.std...X -0.614786508490566
1 WALKING_UPSTAIRS tBodyGyroJerk.std...Y -0.601696656226415
1 WALKING_UPSTAIRS tBodyGyroJerk.std...Z -0.606332002264151
1 WALKING_UPSTAIRS tBodyAccMag.std.. -0.324970929245283
1 WALKING_UPSTAIRS tGravityAccMag.std.. -0.324970929245283
1 WALKING_UPSTAIRS tBodyAccJerkMag.std.. -0.478991622075472
1 WALKING_UPSTAIRS tBodyGyroMag.std.. -0.14861931805283
1 WALKING_UPSTAIRS tBodyGyroJerkMag.std.. -0.648553044339623
1 WALKING_UPSTAIRS fBodyAcc.std...X -0.337428188679245
1 WALKING_UPSTAIRS fBodyAcc.std...Y 0.0217695106566038
1 WALKING_UPSTAIRS fBodyAcc.std...Z 0.0859565543849057
1 WALKING_UPSTAIRS fBodyAccJerk.std...X -0.461907025849057
1 WALKING_UPSTAIRS fBodyAccJerk.std...Y -0.381777065283019
1 WALKING_UPSTAIRS fBodyAccJerk.std...Z -0.726040200754717
1 WALKING_UPSTAIRS fBodyGyro.std...X -0.565892490754717
1 WALKING_UPSTAIRS fBodyGyro.std...Y 0.151538905566038
1 WALKING_UPSTAIRS fBodyGyro.std...Z -0.57170784
